Employee_ID,First_Name,Last_Name,Department,Job_Title,Manager,Gender,Date_of_Birth,Date_of_Joining,Employment_Type,Contact_Number,Email,Address,City,Country,Status
EMP9493,Christopher,Lindsey,Operations,Manager,Jeanette Golden,Female,1978-10-07,2018-09-05,Contract,332-586-4605,elizabeth07@hotmail.com,"03088 Janet Gardens Apt. 077, Martinezbury, WA 78362",South Connieport,Senegal,Inactive
EMP4417,Donald,Mcdonald,IT,Assistant,Jessica Garcia,Male,1970-03-11,2016-10-13,Full-time,001-918-690-8422x8800,ecaldwell@yahoo.com,"76530 Shannon Row, South Andrew, DC 48588",West Amy,Turkey,Active
EMP8979,Stephanie,Anderson,Operations,Analyst,Barbara King,Female,1972-07-31,2020-01-11,Full-time,771.534.5141,flee@hotmail.com,"081 Carter Roads Apt. 079, New Stephen, LA 05708",Thomasview,Israel,Inactive
EMP8351,Molly,Buchanan,Marketing,Analyst,Jennifer Reynolds,Male,1995-11-30,2011-06-08,Full-time,933-460-8641,marvinblackwell@brown-matthews.com,"44191 Joseph Forge Suite 285, Brianberg, PA 47568",South Amanda,Moldova,Active
EMP9824,Samuel,Gibson,Operations,Coordinator,Wendy Vazquez,Female,1975-06-21,2022-05-23,Full-time,+1-104-872-8365x1996,patrickrice@butler-garza.net,"864 Smith Skyway, Port Sandra, AL 77668",Lake Alexberg,Egypt,Active
EMP5621,Bruce,Sanchez,Sales,Executive,Meghan Smith,Female,1982-04-01,2022-05-01,Contract,765-703-4635x802,samantha50@gmail.com,"41592 Zachary Ridge Suite 305, South Ryan, NV 22885",Cameronberg,Tunisia,Inactive
EMP1149,Brenda,Howe,Marketing,Assistant,Hannah Carter,Female,1989-07-09,2021-04-09,Contract,+1-401-068-8891,hfoster@mata.info,"3645 Lewis Lock Suite 226, Robertobury, DC 02662",Kingshire,New Zealand,Active
EMP4124,Russell,Thomas,Marketing,Executive,Michael Garcia,Male,1989-04-21,2021-09-22,Contract,2192484046,raymond64@lin.info,"4453 Jennifer Glen Suite 371, Lake Joshuafort, MT 59977",Lake Jessica,New Zealand,Inactive
EMP3209,Kevin,Gonzalez,Finance,Executive,Leslie Baker,Female,1985-02-06,2017-09-23,Full-time,001-645-084-0427x9294,anne51@oliver.com,"89146 Benjamin Oval, East Todd, MD 71611",South Amanda,El Salvador,Active
EMP7812,Eric,Rogers,IT,Analyst,Diane Hensley,Male,1981-01-10,2018-03-18,Contract,152-887-3339,joanna70@yahoo.com,"3833 Walton Meadow, New Bernard, MT 03439",Gallegosborough,Honduras,Active
EMP9065,Karen,Williams,Finance,Analyst,Karen Peterson,Male,1971-07-04,2016-08-26,Contract,+1-843-163-2700x7550,hilladam@miller.com,"59305 Johnson Station Apt. 345, East Monica, AR 32599",West Christian,El Salvador,Active
EMP1631,Allen,Fernandez,IT,Analyst,Steven Owens,Male,1990-02-14,2018-05-20,Part-time,694.700.7083x73676,laurenhenry@gmail.com,"4672 Johnson Valleys, Cooperfort, SD 48858",Darrylville,Cuba,Inactive
EMP8669,Dwayne,Stephens,IT,Analyst,Christopher James,Female,1997-09-01,2010-04-24,Part-time,+1-490-887-7987x0410,meganbecker@gmail.com,"82616 Amy Ramp, Susanland, HI 61614",Quinntown,Belgium,Inactive
EMP1310,Wayne,Evans,Marketing,Assistant,Frank Stewart,Male,1980-05-12,2016-06-13,Contract,(091)878-7853,stephen05@gmail.com,"69986 Johnson Mills Suite 714, Port Steven, VA 09610",East Kristine,Zambia,Inactive
EMP6955,Kathryn,Flores,Sales,Assistant,Deborah Vasquez,Male,1999-02-25,2020-07-01,Full-time,619.377.0959x69229,joshuaallen@zavala-cox.net,"583 Richard Court Suite 988, South Howard, TN 52685",Walterstown,Sri Lanka,Inactive
EMP5471,Brent,Walker,Marketing,Coordinator,Debbie Woods,Female,1971-03-29,2012-11-08,Part-time,+1-869-078-2747,michelemorris@hotmail.com,"22234 Joseph Streets Suite 850, North Natalieborough, FL 77259",East Ralph,British Indian Ocean Territory (Chagos Archipelago),Active
EMP9989,Jasmine,Martin,Finance,Assistant,Ryan Wise,Male,1995-12-08,2011-03-10,Contract,001-449-031-8153x9466,ortizjennifer@hammond.com,"320 John Manors Apt. 901, Lindaport, MA 19784",Barnettton,Belarus,Inactive
EMP8680,Jared,Smith,IT,Coordinator,Angelica Lewis,Female,1970-11-06,2015-11-24,Contract,346-399-6781x76501,clewis@williams.biz,"77027 Joshua Glen, Port Daniel, GA 83802",Lake Shawn,Switzerland,Inactive
EMP3085,James,Rodgers,Marketing,Coordinator,Terry Hoffman,Male,1978-09-24,2010-03-30,Contract,001-704-588-4987x75606,wmeyer@hotmail.com,"30675 John Heights, Wilkinsonview, MT 86623",Port Tiffany,Niger,Inactive
EMP4195,Anna,Johnson,Sales,Manager,Scott Clayton,Male,1984-05-09,2010-12-26,Contract,563-343-1544x3701,cavila@day.info,"Unit 8649 Box 8203, DPO AE 82447",Richardsonhaven,Moldova,Active
EMP3107,Ann,Jackson,IT,Executive,Lawrence Long,Male,1975-11-28,2017-01-26,Part-time,+1-231-684-9829x63155,cindy92@fisher.biz,"993 Shepard Pass, Port Natalie, OR 12211",West Carlhaven,Argentina,Inactive
EMP5313,Mary,Myers,Marketing,Manager,Kelly Ray,Male,1988-07-17,2011-09-25,Part-time,856-049-6878x236,dana29@smith.org,"996 Cheryl Estate, Mitchellhaven, NH 49035",Karenside,New Zealand,Inactive
EMP8324,Tina,Underwood,Finance,Manager,Kelly Waller,Male,1999-02-15,2021-12-15,Full-time,(171)999-6596,morrisondanielle@yahoo.com,"47784 Morris Creek Apt. 914, New Erica, MI 55703",Chadberg,Bhutan,Inactive
EMP3583,Teresa,Harding,IT,Assistant,Ashley Logan,Female,1983-11-01,2013-07-28,Contract,001-835-805-8421,mhernandez@perry.com,"603 Carol Viaduct, Lindseyside, TN 95441",Tammyfurt,New Caledonia,Inactive
EMP9802,Carrie,Vargas,IT,Assistant,Michelle Sullivan,Female,1998-09-11,2011-11-26,Part-time,(306)621-1473,joserocha@ellis.com,"94495 Kristina Grove Suite 069, New Richard, CA 50552",Dawnbury,Solomon Islands,Inactive
EMP5348,James,Martin,Marketing,Assistant,Karen Soto,Male,1987-08-26,2011-10-09,Part-time,(389)300-7887x422,izimmerman@yahoo.com,"1715 Amanda Heights, North Ashleychester, AR 19261",Jessicastad,Faroe Islands,Active
EMP7254,Daniel,Johnson,Finance,Coordinator,Jerry Powell,Male,1986-04-01,2020-11-22,Full-time,001-882-237-6773x364,murphyangela@liu.org,"6561 Christine Crossing, Kevintown, WI 16241",Anitamouth,Holy See (Vatican City State),Active
EMP9140,Elizabeth,Knight,IT,Analyst,Timothy Baldwin,Male,1989-03-15,2017-08-13,Full-time,001-186-456-5985x5900,melvin39@lewis-meza.info,"0654 Mccarty Drive, East Calvin, AZ 06540",North Andrew,Senegal,Inactive
EMP7789,Susan,James,IT,Manager,Joseph Figueroa,Female,1998-09-23,2020-06-28,Full-time,8601365707,kwalker@yahoo.com,"128 John Extensions, South Dawn, NV 41039",Kimberg,Ecuador,Active
EMP6464,Javier,Maldonado,IT,Analyst,Eric Wood,Female,1977-07-03,2010-06-22,Part-time,8396167869,mcphersonbrent@alexander.net,"16847 Mccann Pass Apt. 268, Marshallbury, ME 29222",Adamsmouth,Brazil,Active
EMP3905,Kyle,Lee,Finance,Coordinator,Marcus Fitzpatrick,Female,1989-02-13,2010-12-09,Part-time,443.773.1546,james34@yahoo.com,"78518 Wong Flats, East Tamara, RI 36292",Port Wesleyburgh,Niger,Active
EMP2072,Gina,Jones,Finance,Coordinator,Andrea Kennedy,Female,1971-02-21,2018-05-09,Part-time,258.666.9079,nicole84@hotmail.com,"Unit 0979 Box 3824, DPO AE 62230",Lake Steven,Kyrgyz Republic,Inactive
EMP5391,Jacob,Simmons,IT,Manager,Bobby Malone,Female,1980-04-01,2022-12-13,Full-time,001-944-832-1975x491,welchmelissa@hotmail.com,"68989 Martin Glen Apt. 182, Victorborough, ND 15638",Nicoleborough,Slovenia,Active
EMP5755,Stephanie,Armstrong,HR,Manager,Kevin Flores,Male,1980-06-18,2011-05-07,Full-time,(451)336-0138,kgreen@gmail.com,"41063 Bruce Loaf, Joshuaview, KY 12292",New Jennifer,Congo,Inactive
EMP8138,Daniel,Scott,Operations,Manager,Gabrielle Gonzales,Male,1974-05-14,2016-07-02,Full-time,001-712-529-6848x983,uwright@payne-rose.info,"6714 Jeffrey Courts Apt. 195, East Michelle, NC 08187",East Faith,Cocos (Keeling) Islands,Active
EMP4204,John,Lopez,IT,Executive,Gloria Lang,Female,1970-09-21,2020-12-25,Part-time,(442)606-6845,michele87@reyes-butler.net,"568 Sara Parkway Apt. 409, Kelseymouth, ME 94477",Rodneyfort,United States Virgin Islands,Inactive
EMP8762,Jared,Brown,Operations,Manager,John Paul,Female,1975-05-16,2013-07-11,Part-time,(766)970-5021x366,mevans@evans.net,"849 Joshua Village, Brandishire, IL 10937",Sarahside,Serbia,Inactive
EMP3248,Kevin,Chapman,Marketing,Analyst,Samantha Davis,Female,1984-08-15,2015-01-07,Full-time,611.649.1016x62017,vgriffith@gmail.com,"1627 Sims Island, Bowersshire, CO 89349",South Michael,Madagascar,Active
EMP6661,Amy,Smith,Finance,Analyst,Karen Garcia,Female,1975-06-03,2015-03-11,Contract,001-411-158-4426x90660,melissaterrell@smith.com,"271 Austin Ridge Suite 720, Port Amanda, AZ 25493",Littlemouth,Germany,Active
EMP2607,Eugene,Foster,Finance,Analyst,Carl Sanchez,Female,1994-04-28,2022-10-14,Full-time,133-115-5904x847,camerontraci@hotmail.com,"09170 Gloria Ports Suite 472, Bryanbury, DC 61491",New Brenda,Hong Kong,Active
EMP6334,Kimberly,Jackson,Finance,Manager,Samantha Riley,Female,1986-11-25,2013-03-20,Contract,+1-474-064-9252,usmith@chapman.com,"4817 Susan Drive Apt. 826, Lake Allen, AR 15154",Davidton,Costa Rica,Active
EMP6624,Jennifer,Hamilton,HR,Analyst,Jessica Estrada,Female,1991-02-26,2016-05-20,Full-time,688.574.0053x85755,pperez@lin-walker.com,"279 Chase Pines Apt. 823, Coreyville, KY 22484",Mannfort,Central African Republic,Inactive
EMP2590,Ethan,Buckley,IT,Executive,Jesus Dominguez,Female,1974-10-22,2018-12-17,Part-time,(703)268-6765x2320,erinsimpson@johnson.info,"8622 Jason Square, Claytonside, ME 33738",Josephfurt,Gibraltar,Active
EMP3727,Krista,Moore,Finance,Coordinator,Robert Welch,Male,1979-12-29,2015-05-20,Contract,001-987-900-3603x01619,jeremiahterry@hotmail.com,"164 Ray Spurs, Dayland, ID 69504",New Peter,Saint Vincent and the Grenadines,Active
EMP4593,Colleen,Stewart,IT,Analyst,Susan Leonard,Female,1991-04-06,2019-01-26,Full-time,001-502-110-3160x8151,vjohnson@gmail.com,"519 Rosario Extensions Suite 047, Christianfurt, MD 74977",North Hollyville,Niue,Active
EMP3676,Stephanie,Kelley,Sales,Manager,James Bishop,Female,1999-06-06,2012-08-08,Part-time,335-579-5848x54086,pattersonwilliam@sullivan.info,"735 Taylor Hills, Jimenezfurt, IL 56570",West Alexshire,San Marino,Inactive
EMP3827,John,Bell,Sales,Assistant,Katie George,Female,1981-01-12,2011-04-06,Contract,525.472.5708,emma67@garcia.com,"74491 Sullivan Glens, Cheyenneshire, MN 57286",Jeremyland,Jersey,Inactive
EMP9052,Gail,Cooper,IT,Analyst,Scott Walker,Male,1996-12-01,2010-02-13,Full-time,799-062-1142x8914,josephvictoria@gmail.com,"USS Willis, FPO AA 98648",Michaeltown,Mozambique,Inactive
EMP3470,Russell,Oneill,Sales,Assistant,Lindsay Hood,Male,1996-03-01,2013-10-26,Contract,452.663.4877x55169,stephanie48@yahoo.com,"557 Tara Shore Apt. 622, West Shannonhaven, UT 53301",Michaelfort,Belgium,Active
EMP1904,Michael,Peterson,Operations,Manager,Gregory Rios,Female,1989-08-30,2011-10-27,Part-time,001-319-476-8864x9935,jessewilson@gmail.com,"5711 Jenkins Freeway Apt. 267, Port Antonioside, MN 55769",Reynoldsport,Bahrain,Active
EMP6847,Luis,Santos,Operations,Executive,Antonio Rodriguez,Female,1988-01-31,2016-04-14,Part-time,997.193.7911x8688,brian59@hotmail.com,"PSC 5466, Box 4044, APO AA 75313",Port Jennifer,South Georgia and the South Sandwich Islands,Active
EMP2289,Tony,Barrett,Marketing,Analyst,Rachel Hunt,Female,1979-03-13,2012-05-07,Contract,+1-591-403-3444x764,theresamarsh@hernandez.com,"PSC 0284, Box 0691, APO AP 55592",Haleyport,Croatia,Inactive
EMP6410,David,Colon,Operations,Assistant,Cody Graham,Male,1976-09-13,2020-12-01,Full-time,+1-687-868-4785x27959,ewhite@gmail.com,"7369 Armstrong Wall Suite 033, Gavinburgh, GA 19701",West Kendra,Sweden,Active
EMP1804,Anna,Ortiz,Operations,Manager,Rhonda Johnson,Male,1995-01-03,2015-03-16,Part-time,778.771.8580x0972,aaron43@gmail.com,"1865 Smith Place Apt. 303, Cunninghamburgh, SD 44084",Lake Andrea,Mauritania,Inactive
EMP3175,Brandon,Harmon,HR,Executive,Nicole Clark,Female,1979-11-12,2010-10-26,Full-time,+1-819-868-8207x3513,robertsmelanie@yahoo.com,"1563 Gray Station Suite 811, East Lee, WI 69088",Walkerside,Jamaica,Active
EMP5553,Amanda,Sullivan,IT,Manager,Richard Mcdowell,Male,1999-12-29,2011-03-09,Part-time,884.732.4865,arich@yahoo.com,"3860 Sharon Walk, Andersonhaven, NC 99817",West Stephaniefort,French Southern Territories,Inactive
EMP1886,Cynthia,Thompson,HR,Assistant,Joseph Johnson,Female,1995-08-06,2012-08-31,Part-time,280.185.8576x72482,ronaldlynch@anderson.biz,"01913 Cindy Glens Apt. 583, New Kristen, FL 16831",Jasontown,Egypt,Active
EMP9215,Nicholas,Martin,HR,Manager,Mary Li,Male,1999-12-21,2019-07-03,Part-time,521.042.6462,tiffany80@yahoo.com,"197 Michael Wall Apt. 761, Coxton, MT 70423",North Kayla,Cocos (Keeling) Islands,Inactive
EMP7948,Laurie,May,Operations,Coordinator,Lisa Williams,Male,1972-02-05,2021-11-07,Contract,422.202.6086,mgonzales@mason.com,"24186 Brandon Grove, Michellemouth, VA 26052",Conniestad,Macao,Inactive
EMP3228,Mary,English,Finance,Manager,Ryan Warren,Male,1970-04-16,2022-12-08,Part-time,(537)939-3820x6749,unewman@hotmail.com,"688 Kimberly Glen, Mcintoshmouth, TN 52180",Morenochester,Dominica,Inactive
EMP8240,James,Nguyen,Sales,Coordinator,Richard Hernandez,Male,1992-11-19,2016-11-24,Contract,001-391-088-8543x34276,deborahwatson@brown.info,"041 Gibson Village, Jamesport, WA 02733",Kelleyville,Colombia,Inactive
EMP6628,Zachary,Vega,Operations,Executive,Elizabeth Davis,Female,1996-08-18,2017-02-09,Part-time,001-278-799-9244x59597,michelleanderson@yahoo.com,"6275 Horn Spur Suite 429, North Sara, CO 52926",Russofort,Uruguay,Inactive
EMP7707,Angela,Obrien,HR,Assistant,Sean Brown,Female,1979-02-20,2012-08-21,Contract,837-246-6258,hermanlindsay@young-stevens.info,"84738 Flores Path Apt. 119, West Dennis, VA 87147",Mackfurt,Italy,Active
EMP2250,Lori,Mcintosh,Finance,Executive,Jennifer Monroe,Female,1975-02-16,2016-01-04,Contract,+1-001-018-2522,jacobwashington@thomas.com,"08896 Mills Mill, Levineland, PA 69709",New Christine,Venezuela,Active
EMP3800,Dylan,Landry,IT,Coordinator,Donald Campbell,Male,1993-03-18,2013-11-12,Part-time,001-209-450-0698x8094,watsonheather@hotmail.com,"923 Michael Mount Suite 507, East Seanmouth, IL 69733",Lake Tiffany,Guinea-Bissau,Active
EMP3308,Karen,Johnson,HR,Assistant,Jennifer Hopkins,Male,1985-02-25,2022-11-13,Full-time,001-743-462-8757x5429,leeangela@yahoo.com,"998 Grace Parkways, South Melissashire, KY 37606",Kingfort,Northern Mariana Islands,Active
EMP8833,Helen,Parker,Marketing,Analyst,Justin Avila,Female,1999-10-11,2013-02-11,Full-time,6257271637,chadsmith@hotmail.com,"541 Scott Green, Lake Michelleside, GA 92818",Ashleyville,United States Minor Outlying Islands,Inactive
EMP7307,Kevin,Campbell,HR,Assistant,John Gutierrez,Male,1979-05-23,2013-08-30,Contract,(747)040-7354x6559,millerashley@yahoo.com,"610 Russell Throughway, Port Carol, NC 70717",Port Susantown,Russian Federation,Active
EMP7714,James,Clark,Operations,Coordinator,Steven Brown,Female,1982-02-02,2016-10-08,Part-time,+1-175-180-6377x0652,zburns@walter.com,"6485 Gilbert Knolls, Armstrongberg, WI 09633",New Justinland,Somalia,Inactive
EMP4545,Frank,Smith,Sales,Executive,Megan Green,Female,1992-11-25,2021-06-13,Contract,(501)278-6747x35184,josephromero@yahoo.com,"8474 Wilson Vista, Williamschester, AK 57593",New Carol,Sweden,Active
EMP1062,Nathaniel,Anderson,Finance,Manager,Rebecca Stewart,Female,1990-06-13,2019-11-24,Full-time,880.907.4586,annelong@gmail.com,"567 Ricardo Estates Suite 676, Gillfurt, OR 14047",East Christopherland,Ukraine,Active
EMP4816,Miranda,Henson,Finance,Executive,Mr. Elijah Curtis,Female,1981-09-20,2020-04-04,Part-time,595-473-8785x113,seannguyen@hotmail.com,"196 Jones Turnpike, Heatherville, DC 78921",Calderonville,Dominica,Inactive
EMP8384,Dustin,Moon,Marketing,Assistant,Patrick Garrison,Female,1978-08-09,2016-06-24,Full-time,224-627-0770x408,kimberly05@gmail.com,"7136 Hart Stream, Davidborough, IA 26258",New Danielstad,Philippines,Active
EMP1725,Angela,Koch,Finance,Executive,Daniel Henderson,Male,1976-12-19,2013-09-25,Full-time,496.299.1741x3217,cherylcampbell@gmail.com,"4303 Navarro Fork, Wrighttown, MA 08828",East Crystalburgh,Solomon Islands,Inactive
EMP6731,Tina,Santos,HR,Executive,Jasmine Lee,Male,1994-08-20,2021-02-27,Full-time,417-931-8361x433,pgutierrez@gmail.com,"63368 Gibson Fork Apt. 762, Denisefort, WI 77157",North Kristen,Czech Republic,Active
EMP2356,Gary,Garcia,Finance,Executive,George Richardson,Male,1994-02-04,2015-07-25,Part-time,(975)095-5596x8671,sdavis@gmail.com,"307 Smith Courts Apt. 681, Julieshire, WI 44022",North Henry,Guatemala,Inactive
EMP7731,Samantha,Johnson,Marketing,Analyst,Eric Williams,Male,1986-05-04,2017-12-16,Contract,+1-377-740-8879x3271,deborah23@yahoo.com,"Unit 8085 Box 0868, DPO AE 12116",Mathewsport,Hungary,Inactive
EMP9569,Brandon,Miller,IT,Manager,David Gardner,Female,1970-03-26,2020-10-23,Contract,(094)497-4772,becky70@rivera-robinson.com,"50340 Katelyn Pines Apt. 759, Lisaborough, OK 15956",East Rhonda,Saudi Arabia,Active
EMP7278,Yvonne,Myers,HR,Coordinator,Stacy Conway,Male,1989-07-18,2013-05-13,Full-time,815-117-2536x0643,richard68@garrison.com,"9776 Garcia Burg, Leemouth, MO 72736",New Claudiahaven,Croatia,Active
EMP5683,Sara,Anderson,Sales,Analyst,Bryan Hodges,Female,1979-08-21,2014-12-30,Full-time,828.193.0847x9897,campbellcourtney@hernandez-martinez.com,"448 Fernandez Rapids Suite 031, Joshuaville, DE 51500",Lake Jacksonfort,Burundi,Active
EMP7826,Monica,Guerra,Operations,Executive,Erica Clark,Female,1981-12-17,2012-11-13,Contract,001-829-206-2525x50255,erica77@yahoo.com,"6131 Bobby Stream Suite 978, Robertside, VA 91327",Andersontown,Mozambique,Inactive
EMP5335,Thomas,Edwards,HR,Manager,Jessica Martin,Male,1975-01-04,2021-09-04,Contract,+1-236-854-8024,millermitchell@ingram-wheeler.com,"9088 Heather Manor Suite 951, North Jessicafurt, NY 16477",Jessicafort,Holy See (Vatican City State),Active
EMP1395,Brittany,Gomez,Sales,Executive,Cheryl Collins,Female,1994-07-05,2015-04-16,Part-time,432.093.1180x9820,kenneth58@yahoo.com,"47092 Christina Circles Apt. 513, Martintown, MT 20166",West Elizabethville,Mali,Active
EMP9041,Jason,Wallace,Marketing,Manager,Rebecca Brown,Male,1994-12-17,2010-02-19,Full-time,+1-564-266-2885x001,laurie60@elliott.com,"6527 Coleman Corners Suite 958, Harrisland, MN 79860",Smithton,Botswana,Inactive
EMP4739,Wesley,Roberson,HR,Coordinator,Bradley Sims,Female,1974-12-13,2016-11-03,Part-time,(775)895-5301x99386,clittle@ramirez.info,"382 Tom Causeway Suite 331, Nathantown, RI 49844",Hesschester,Eritrea,Inactive
EMP5245,Lawrence,Gross,Operations,Manager,Stephanie Johnson,Male,1980-03-09,2019-05-03,Part-time,839.716.2897x70083,samanthadavidson@gmail.com,"0801 Nicholas Skyway, Georgeborough, NM 25558",New Sarahmouth,Malaysia,Inactive
EMP2521,Benjamin,Stephenson,IT,Analyst,Dana Wolf,Female,1996-04-10,2021-01-26,Full-time,661-562-7663x419,tschaefer@potter.com,"273 Christopher Mews, Walkerbury, MS 72777",New Cassidy,Sri Lanka,Active
EMP8282,Brian,Perez,Operations,Assistant,Margaret Haynes,Male,1982-01-27,2018-05-10,Part-time,+1-583-326-9115x4702,roachjaime@gibson.com,"20765 Robinson Creek Apt. 264, New Rogerstad, CA 91905",Rogersland,Timor-Leste,Inactive
EMP2482,Jeff,Turner,IT,Analyst,Nichole Thornton,Female,1970-09-21,2019-09-20,Contract,(354)184-7033x4944,esparks@hotmail.com,"36012 Lisa Knolls Suite 610, East Jessica, OH 57248",Yatesville,Papua New Guinea,Active
EMP8246,Amy,Chang,Marketing,Executive,Megan Torres,Female,1989-08-27,2012-07-06,Full-time,(299)687-7694x0201,ntrujillo@gmail.com,"115 Michael Hill Apt. 683, North Jack, CT 60035",Christopherland,Congo,Inactive
EMP6310,Craig,Lee,Finance,Manager,Dylan Johnson,Female,1991-12-23,2015-04-12,Part-time,001-931-851-0422x434,xcarson@yahoo.com,"1220 Gonzalez Mill Suite 616, East Kelseyton, KS 71981",West Amanda,Kuwait,Inactive
EMP7412,Joshua,Valencia,Operations,Assistant,John Lopez,Male,1979-04-08,2010-06-21,Part-time,001-850-912-2961x100,ievans@carter.com,"889 Ponce Camp, South Thomasbury, AZ 53405",East David,Congo,Inactive
EMP3382,Jessica,Bender,Sales,Manager,Tim Barker,Female,1973-03-20,2011-01-14,Full-time,(814)104-3068,jsmith@hotmail.com,"78832 Elizabeth Landing, North Christopherbury, MS 96893",Robertville,Nauru,Inactive
EMP5165,Elizabeth,Jensen,Finance,Manager,David Salazar,Female,1970-08-19,2012-02-13,Part-time,248.144.1788,iwhite@hotmail.com,"193 Suarez Parkways Apt. 339, South Robert, MD 72535",New Roy,Madagascar,Active
EMP4013,Erica,Leonard,Marketing,Analyst,Carrie Ortega,Male,1987-06-14,2020-07-02,Contract,567.115.2948x973,parkerjames@morris-wolf.com,"0962 Wright Brook Suite 406, East Robertburgh, OK 58720",Port Walterchester,Micronesia,Inactive
EMP2588,Ashley,Robinson,IT,Executive,Debra Harris,Female,1982-10-08,2014-07-27,Part-time,(378)568-8747x8705,ian32@mendez.com,"4037 Phillips Centers Suite 461, New Anthonyside, KS 22167",Lake Lisastad,Slovenia,Inactive
EMP3461,Lindsay,Brandt,Operations,Assistant,Kim Garcia,Female,1999-11-25,2019-07-31,Full-time,001-989-738-0121x2097,victor44@gmail.com,"62314 Suzanne Brooks Apt. 518, Kaylashire, PA 38396",Briannachester,Belize,Inactive
EMP6199,Paul,Carter,Marketing,Coordinator,Zachary Phillips,Female,1999-01-31,2016-03-05,Contract,(406)079-4520x6752,crosschristopher@gmail.com,"USCGC Wilson, FPO AA 90469",Danielstad,Niue,Inactive
